# TestSim (Up to date)
# 293 data points written for 54 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (28.8 m/s)
#   Discontinuity in rocket body diameter.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s�),Total velocity (m/s),Total acceleration (m/s�),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (�),Lateral velocity (m/s),Lateral acceleration (m/s�),Latitude (�),Longitude (�),Gravitational acceleration (m/s�),Angle of attack (�),Roll rate (�/s),Pitch rate (�/s),Yaw rate (�/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg�m�),Rotational moment of inertia (kg�m�),CP location (cm),CG location (cm),Stability margin calibers (?),Mach number (?),Reynolds number (?),Thrust (N),Drag force (N),Drag coefficient (?),Axial drag coefficient (?),Friction drag coefficient (?),Pressure drag coefficient (?),Base drag coefficient (?),Normal force coefficient (?),Pitch moment coefficient (?),Yaw moment coefficient (?),Side force coefficient (?),Roll moment coefficient (?),Roll forcing coefficient (?),Roll damping coefficient (?),Pitch damping coefficient (?),Coriolis acceleration (m/s�),Reference length (cm),Reference area (cm�),Vertical orientation (zenith) (�),Lateral orientation (azimuth) (�),Wind velocity (m/s),Air temperature (�C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
6.7416,419.48,21.652,-11.555,21.714,11.561,20.106,0.0030384,20.106,0.0086585,1.633,0.35566,28.61,-80.6,9.7909,0.29138,3.5357e-6,2.992,-0.049726,1577.2,381,0.15166,0.0089079,224.84,199.59,2.4858,0.064934,1367094,0,2.8363,1.2288,1.2291,0.21377,0.89446,0.12055,0.031476,0.051838,1.7602e-4,0,0,0,0,0.025961,0.0027824,10.16,81.073,80.154,0.025146,NaN,12.273,964.05,338.74,0.05,0.26523
6.7916,420.54,21.077,-11.461,21.139,11.467,20.187,0.0030712,20.187,0.0087167,1.615,0.36263,28.61,-80.6,9.7909,0.42716,3.4943e-6,3.2788,-0.048653,1577.2,381,0.15166,0.0089079,224.74,199.59,2.4757,0.063268,1331880,0,2.6929,1.2287,1.2294,0.21377,0.89441,0.12052,0.046334,0.082066,-1.2317e-4,0,0,0,0,0.032842,0.0027088,10.16,81.073,79.998,0.031078,NaN,12.266,963.93,338.73,0.05,0.26544
6.8416,421.58,20.506,-11.372,20.568,11.377,20.268,0.0031052,20.268,0.0087784,1.597,0.35939,28.61,-80.6,9.7909,0.50243,3.4746e-6,3.6407,-0.04891,1577.2,381,0.15166,0.0089079,224.68,199.59,2.4701,0.061605,1296747,0,2.5533,1.2286,1.2296,0.21378,0.89436,0.12049,0.054621,0.092142,-2.7286e-4,0,0,0,0,0.042708,0.0026358,10.16,81.073,79.825,0.035895,NaN,12.26,963.81,338.73,0.05,0.26564
6.8916,422.6,19.94,-11.285,20.002,11.291,20.347,0.0031407,20.347,0.0088439,1.5789,0.36441,28.61,-80.6,9.7909,0.6399,3.4057e-6,4.0409,-0.045253,1577.2,381,0.15166,0.0089079,224.58,199.59,2.46,0.05997,1262214,0,2.4203,1.2286,1.2301,0.21378,0.89431,0.12047,0.069854,0.11617,1.8761e-4,0,0,0,0,0.055522,0.0025633,10.16,81.073,79.633,0.039419,NaN,12.253,963.69,338.72,0.05,0.26584
6.9416,423.58,19.377,-11.204,19.44,11.209,20.426,0.0031776,20.426,0.0089135,1.5614,0.32961,28.61,-80.6,9.7909,0.48584,3.3893e-6,4.387,-0.059046,1577.2,381,0.15166,0.0089079,224.7,199.59,2.4713,0.058291,1226769,0,2.2851,1.2285,1.2294,0.21379,0.89426,0.12044,0.052787,0.061066,4.6489e-4,0,0,0,0,0.069267,0.0024914,10.16,81.073,79.421,0.041752,NaN,12.247,963.57,338.72,0.05,0.26604
6.9916,424.53,18.819,-11.123,18.883,11.128,20.503,0.0032161,20.503,0.0089873,1.5449,0.33498,28.61,-80.6,9.7909,0.63344,3.3482e-6,4.6237,-0.049604,1577.2,381,0.15166,0.0089079,224.59,199.59,2.4605,0.056686,1192882,0,2.1616,1.2284,1.2299,0.21379,0.89422,0.12042,0.06913,0.088775,-1.2903e-4,0,0,0,0,0.081362,0.00242,10.16,81.073,79.196,0.043252,NaN,12.241,963.46,338.72,0.05,0.26627
7.0416,425.46,18.265,-11.052,18.329,11.055,20.58,0.0032561,20.58,0.0090651,1.5299,0.25655,28.61,-80.6,9.7909,0.071945,3.2327e-6,4.6835,-0.39532,1577.2,381,0.15166,0.0089079,225.01,199.59,2.5023,0.054955,1156345,0,2.0288,1.2284,1.2284,0.21379,0.89417,0.12039,0.0077178,-0.069039,4.126e-4,0,0,0,0,0.088826,0.0023491,10.16,81.073,78.961,0.043982,NaN,12.235,963.35,338.71,0.05,0.26648
7.0916,426.36,17.714,-10.973,17.779,10.977,20.656,0.0032976,20.656,0.0091468,1.5164,0.30026,28.61,-80.6,9.7909,0.56843,3.3288e-6,4.6174,-0.067011,1577.2,381,0.15166,0.0089079,224.63,199.59,2.4653,0.053436,1124297,0,1.9198,1.2283,1.2295,0.2138,0.89413,0.12037,0.061909,0.061179,-3.974e-4,0,0,0,0,0.091317,0.0022788,10.16,81.073,78.73,0.046599,NaN,12.229,963.25,338.71,0.05,0.26672
7.1416,427.23,17.168,-10.898,17.233,10.903,20.732,0.0033406,20.732,0.0092324,1.5003,0.34074,28.61,-80.6,9.7909,1.0723,3.2864e-6,4.9786,-0.044193,1577.2,381,0.15166,0.0089079,224.26,199.59,2.4288,0.051933,1092579,0,1.8174,1.2282,1.2325,0.2138,0.89409,0.12035,0.11857,0.17605,4.3858e-4,0,0,0,0,0.1124,0.0022089,10.16,81.073,78.491,0.049004,NaN,12.223,963.14,338.71,0.05,0.26693
7.1916,428.08,16.624,-10.829,16.69,10.834,20.806,0.0033852,20.806,0.009322,1.4832,0.33691,28.61,-80.6,9.7909,1.1889,3.3047e-6,5.478,-0.04304,1577.2,381,0.15166,0.0089079,224.18,199.59,2.4205,0.050365,1059522,0,1.7105,1.2282,1.2333,0.2138,0.89405,0.12033,0.13192,0.17429,-1.2531e-4,0,0,0,0,0.14468,0.0021394,10.16,81.073,78.23,0.050608,NaN,12.218,963.04,338.7,0.05,0.26715
7.2416,428.89,16.085,-10.768,16.151,10.771,20.88,0.0034312,20.88,0.0094155,1.4682,0.2573,28.61,-80.6,9.7909,0.51217,3.2684e-6,5.696,-0.091662,1577.2,381,0.15166,0.0089079,224.68,199.59,2.4694,0.048654,1023446,0,1.5906,1.2281,1.2291,0.21381,0.89401,0.12031,0.055681,-0.030255,-4.1592e-4,0,0,0,0,0.16763,0.0020704,10.16,81.073,77.948,0.051471,NaN,12.212,962.95,338.7,0.05,0.26735
7.2916,429.69,15.548,-10.704,15.616,10.707,20.953,0.0034788,20.953,0.0095127,1.4558,0.24821,28.61,-80.6,9.7909,0.54406,3.2757e-6,5.5887,-0.089452,1577.2,381,0.15166,0.0089079,224.65,199.59,2.467,0.047089,990451,0,1.4898,1.2281,1.2292,0.21381,0.89397,0.12029,0.059204,-0.026016,-4.1476e-4,0,0,0,0,0.17228,0.0020019,10.16,81.073,77.666,0.052443,NaN,12.207,962.86,338.7,0.05,0.26756
7.3416,430.45,15.014,-10.644,15.083,10.646,21.026,0.0035278,21.026,0.0096133,1.4438,0.23003,28.61,-80.6,9.7909,0.46741,3.2832e-6,5.5101,-0.10626,1577.2,381,0.15166,0.0089079,224.71,199.59,2.4727,0.04551,957168,0,1.3911,1.228,1.2288,0.21381,0.89394,0.12027,0.050743,-0.053563,1.8565e-4,0,0,0,0,0.1793,0.0019337,10.16,81.073,77.388,0.053723,NaN,12.202,962.77,338.69,0.05,0.26777
7.3916,431.19,14.483,-10.584,14.554,10.587,21.098,0.0035781,21.098,0.0097172,1.4323,0.22993,28.61,-80.6,9.7909,0.62227,3.2903e-6,5.4229,-0.086379,1577.2,381,0.15166,0.0089079,224.59,199.59,2.4613,0.043979,924911,0,1.2995,1.228,1.2294,0.21382,0.8939,0.12025,0.067873,-0.019047,-1.218e-4,0,0,0,0,0.18597,0.001866,10.16,81.073,77.115,0.055388,NaN,12.197,962.68,338.69,0.05,0.26799
7.4416,431.9,13.956,-10.527,14.028,10.53,21.169,0.0036298,21.169,0.0098243,1.4209,0.22433,28.61,-80.6,9.7908,0.71966,3.291e-6,5.4037,-0.079979,1577.2,381,0.15166,0.0089079,224.52,199.59,2.4542,0.042443,892551,0,1.2107,1.2279,1.2298,0.21382,0.89387,0.12023,0.078725,-0.0054786,4.0337e-4,0,0,0,0,0.19827,0.0017987,10.16,81.073,76.845,0.057169,NaN,12.193,962.6,338.69,0.05,0.26821
7.4916,432.58,13.431,-10.47,13.504,10.473,21.24,0.0036828,21.24,0.0099346,1.409,0.25761,28.61,-80.6,9.7908,1.4012,3.2814e-6,5.521,-0.04919,1577.2,381,0.15166,0.0089079,224.03,199.59,2.4055,0.041021,862596,0,1.1355,1.2279,1.235,0.21382,0.89384,0.12022,0.15643,0.15426,-4.4591e-4,0,0,0,0,0.22157,0.0017318,10.16,81.073,76.573,0.058927,NaN,12.188,962.52,338.68,0.05,0.26843
7.5416,433.24,12.908,-10.418,12.984,10.421,21.31,0.0037371,21.31,0.010048,1.3958,0.2665,28.61,-80.6,9.7908,1.7786,3.2848e-6,5.8466,-0.041647,1577.2,381,0.15166,0.0089079,223.76,199.59,2.3794,0.03955,831610,0,1.059,1.2278,1.2391,0.21383,0.89381,0.1202,0.20078,0.21008,3.4564e-4,0,0,0,0,0.2673,0.0016651,10.16,81.073,76.289,0.060133,NaN,12.184,962.44,338.68,0.05,0.26864
7.5916,433.87,12.389,-10.369,12.466,10.372,21.379,0.0037927,21.379,0.010164,1.383,0.24496,28.61,-80.6,9.7908,1.7085,3.2854e-6,6.1336,-0.044085,1577.2,381,0.15166,0.0089079,223.81,199.59,2.3842,0.038001,798988,0,0.97688,1.2278,1.2382,0.21383,0.89378,0.12019,0.19247,0.14069,-1.4218e-4,0,0,0,0,0.31867,0.0015989,10.16,81.073,75.989,0.060863,NaN,12.18,962.36,338.68,0.05,0.26886
7.6416,434.48,11.872,-10.322,11.95,10.324,21.448,0.0038495,21.448,0.010283,1.3712,0.22795,28.61,-80.6,9.7908,1.6979,3.2904e-6,6.2983,-0.044902,1577.2,381,0.15166,0.0089079,223.82,199.59,2.385,0.036469,766733,0,0.89952,1.2278,1.238,0.21383,0.89375,0.12017,0.19121,0.091229,-4.569e-4,0,0,0,0,0.36485,0.001533,10.16,81.073,75.678,0.06134,NaN,12.176,962.29,338.68,0.05,0.26908
7.6916,435.06,11.357,-10.276,11.438,10.279,21.516,0.0039075,21.516,0.010405,1.3596,0.23693,28.61,-80.6,9.7908,2.1669,3.3013e-6,6.4596,-0.036961,1577.2,381,0.15166,0.0089079,223.5,199.59,2.3532,0.035029,736417,0,0.83466,1.2288,1.2453,0.21494,0.89373,0.12016,0.24737,0.1659,2.424e-4,0,0,0,0,0.41598,0.0014674,10.16,81.073,75.359,0.061595,NaN,12.172,962.22,338.68,0.05,0.2693
7.7416,435.62,10.844,-10.234,10.927,10.237,21.584,0.0039665,21.584,0.010529,1.3479,0.23159,28.61,-80.6,9.7908,2.4082,3.2914e-6,6.6711,-0.034195,1577.2,381,0.15166,0.0089079,223.33,199.59,2.3372,0.03355,705289,0,0.76904,1.2307,1.2508,0.21685,0.8937,0.12015,0.27684,0.16323,-2.2925e-4,0,0,0,0,0.48364,0.0014022,10.16,81.073,75.031,0.06164,NaN,12.169,962.16,338.67,0.05,0.26952
7.7916,436.14,10.333,-10.194,10.419,10.197,21.651,0.0040265,21.651,0.010655,1.3365,0.22074,28.61,-80.6,9.7908,2.5606,3.2961e-6,6.8382,-0.032246,1577.2,381,0.15166,0.0089079,223.23,199.59,2.3272,0.032057,673873,0,0.70462,1.2327,1.2554,0.2189,0.89368,0.12013,0.29564,0.13139,2.3744e-5,0,0,0,0,0.55661,0.0013372,10.16,81.073,74.693,0.061516,NaN,12.165,962.1,338.67,0.05,0.26973
7.8416,436.65,9.8244,-10.156,9.9135,10.158,21.718,0.0040875,21.718,0.010784,1.3257,0.21441,28.61,-80.6,9.7908,2.8329,3.2886e-6,6.9687,-0.029351,1577.2,381,0.15166,0.0089079,223.05,199.59,2.3095,0.030587,642941,0,0.64496,1.2348,1.2622,0.22104,0.89366,0.12012,0.32961,0.12589,-2.9979e-5,0,0,0,0,0.63498,0.0012726,10.16,81.073,74.347,0.061251,NaN,12.162,962.04,338.67,0.05,0.26994
7.8916,437.13,9.3176,-10.119,9.4098,10.122,21.784,0.0041493,21.784,0.010914,1.3142,0.24947,28.61,-80.6,9.7908,4.1297,3.2834e-6,7.1877,-0.02138,1577.2,381,0.15166,0.0089079,222.24,199.59,2.2293,0.029303,615930,0,0.60579,1.2368,1.2918,0.22302,0.89364,0.12011,0.49814,0.37475,-1.9233e-5,0,0,0,0,0.73599,0.0012082,10.16,81.073,73.994,0.060859,NaN,12.159,961.98,338.67,0.05,0.27017
7.9416,437.58,8.8124,-10.085,8.9081,10.088,21.849,0.0042119,21.849,0.011045,1.302,0.23062,28.61,-80.6,9.7908,4.2386,3.2962e-6,7.481,-0.02049,1577.2,381,0.15166,0.0089079,222.17,199.59,2.2228,0.027801,584319,0,0.54741,1.2392,1.297,0.22549,0.89362,0.1201,0.51278,0.25431,3.025e-4,0,0,0,0,0.88583,0.0011441,10.16,81.073,73.627,0.060302,NaN,12.156,961.93,338.67,0.05,0.27038
7.9916,438.01,8.309,-10.053,8.4086,10.056,21.914,0.0042753,21.914,0.011178,1.2908,0.22322,28.61,-80.6,9.7908,4.6615,3.2937e-6,7.6552,-0.018579,1577.2,381,0.15166,0.0089079,221.92,199.59,2.198,0.026354,553886,0,0.49696,1.2417,1.3104,0.22804,0.8936,0.12009,0.57042,0.22204,-3.6223e-4,0,0,0,0,1.0322,0.0010803,10.16,81.073,73.249,0.059664,NaN,12.153,961.88,338.66,0.05,0.2706
8.0416,438.41,7.8071,-10.023,7.9113,10.025,21.978,0.0043393,21.978,0.011312,1.2798,0.21575,28.61,-80.6,9.7908,5.1397,3.2935e-6,7.797,-0.016444,1577.2,381,0.15166,0.0089079,221.64,199.59,2.1707,0.024912,523571,0,0.44941,1.2444,1.3262,0.23077,0.89358,0.12008,0.637,0.18405,1.8738e-4,0,0,0,0,1.1983,0.0010168,10.16,81.073,72.862,0.058973,NaN,12.15,961.83,338.66,0.05,0.27082
8.0916,438.79,7.3067,-9.9946,7.416,9.997,22.042,0.0044038,22.042,0.011447,1.2689,0.22001,28.61,-80.6,9.7908,6.0583,3.2895e-6,7.9244,-0.013815,1577.2,381,0.15166,0.0089079,221.13,199.59,2.1203,0.023542,494764,0,0.41032,1.2472,1.3559,0.23357,0.89356,0.12007,0.76906,0.24477,-3.99e-4,0,0,0,0,1.3861,9.5355e-4,10.16,81.073,72.469,0.05824,NaN,12.148,961.79,338.66,0.05,0.27103
8.1416,439.14,6.8076,-9.9681,6.9228,9.9707,22.105,0.0044689,22.105,0.011583,1.2577,0.22856,28.61,-80.6,9.7908,7.2536,3.2925e-6,8.0826,-0.011408,1577.2,381,0.15166,0.0089079,220.5,199.59,2.0584,0.022213,466813,0,0.37626,1.2501,1.3967,0.23649,0.89355,0.12006,0.94907,0.33358,-3.5922e-4,0,0,0,0,1.6197,8.9061e-4,10.16,81.073,72.069,0.05747,NaN,12.146,961.75,338.66,0.05,0.27128
8.1916,439.47,6.3098,-9.943,6.4317,9.9458,22.168,0.0045345,22.168,0.01172,1.246,0.23817,28.61,-80.6,9.7908,8.6601,3.2913e-6,8.2665,-0.0093946,1577.2,381,0.15166,0.0089079,219.81,199.59,1.9905,0.020911,439434,0,0.34532,1.2532,1.4465,0.23959,0.89353,0.12006,1.1726,0.42265,-4.3297e-4,0,0,0,0,1.9119,8.2798e-4,10.16,81.073,71.66,0.056673,NaN,12.143,961.71,338.66,0.05,0.2715
8.2416,439.77,5.8133,-9.9189,5.9428,9.922,22.23,0.0046005,22.23,0.011857,1.2339,0.24885,28.61,-80.6,9.7908,10.315,3.2935e-6,8.4668,-0.0076081,1577.2,381,0.15166,0.0089079,219.06,199.59,1.9169,0.01964,412720,0,0.3168,1.2564,1.5043,0.24287,0.89352,0.12005,1.4515,0.50861,-4.8093e-4,0,0,0,0,2.2735,7.6566e-4,10.16,81.073,71.242,0.05585,NaN,12.141,961.67,338.66,0.05,0.27172
8.2916,440.05,5.3179,-9.8956,5.4564,9.8988,22.291,0.0046668,22.291,0.011995,1.2213,0.253,28.61,-80.6,9.7908,11.98,3.2908e-6,8.6616,-0.0062406,1577.2,381,0.15166,0.0089079,218.37,199.59,1.8489,0.018352,385635,0,0.28658,1.2601,1.5587,0.2465,0.89351,0.12004,1.7494,0.50954,4.0975e-4,0,0,0,0,2.7252,7.037e-4,10.16,81.073,70.814,0.055005,NaN,12.14,961.64,338.66,0.05,0.27193
8.3416,440.3,4.8237,-9.8735,4.9729,9.8766,22.352,0.0047334,22.352,0.012133,1.2088,0.24687,28.61,-80.6,9.7908,13.517,3.2902e-6,8.8093,-0.0051468,1577.2,381,0.15166,0.0089079,217.78,199.59,1.791,0.017011,357446,0,0.25309,1.2642,1.6022,0.25065,0.8935,0.12004,2.0391,0.37155,1.0229e-4,0,0,0,0,3.2809,6.4218e-4,10.16,81.073,70.377,0.054167,NaN,12.138,961.61,338.65,0.05,0.27215
8.3916,440.53,4.3306,-9.8515,4.4928,9.8545,22.412,0.0048003,22.412,0.012272,1.1965,0.24337,28.61,-80.6,9.7908,15.463,3.29e-6,8.8972,-0.0041588,1577.2,381,0.15166,0.0089079,217.1,199.59,1.7238,0.015713,330170,0,0.2211,1.2686,1.6404,0.25511,0.89349,0.12003,2.4258,0.25975,-1.0985e-4,0,0,0,0,3.9224,5.8119e-4,10.16,81.073,69.934,0.053349,NaN,12.137,961.58,338.65,0.05,0.27237
8.4416,440.74,3.8386,-9.8263,4.0171,9.8295,22.471,0.0048673,22.471,0.01241,1.1842,0.25171,28.61,-80.6,9.7908,18.351,3.2902e-6,8.9648,-0.0031194,1577.2,381,0.15166,0.0089079,216.2,199.59,1.6352,0.014557,305880,0,0.19106,1.273,1.6516,0.25951,0.89348,0.12003,3.0391,0.32992,-4.5108e-4,0,0,0,0,4.6397,5.2085e-4,10.16,81.073,69.487,0.052555,NaN,12.135,961.56,338.65,0.05,0.27259
8.4916,440.92,3.3478,-9.8077,3.547,9.8105,22.53,0.0049346,22.53,0.012549,1.1719,0.23492,28.61,-80.6,9.7908,20.781,3.2904e-6,8.998,-0.0021978,1577.2,381,0.15166,0.0089079,215.53,199.59,1.5696,0.013249,278389,0,0.15688,1.2786,1.6372,0.26509,0.89347,0.12002,3.5059,-0.21815,4.7979e-4,0,0,0,0,5.6426,4.6137e-4,10.16,81.073,69.038,0.051779,NaN,12.134,961.54,338.65,0.05,0.27281
8.5416,441.07,2.8578,-9.7933,3.0845,9.7956,22.589,0.005002,22.589,0.012687,1.1607,0.212,28.61,-80.6,9.7908,23.957,3.2896e-6,8.8785,-0.0013597,1577.2,381,0.15166,0.0089079,214.77,199.59,1.4944,0.012011,252376,0,0.12522,1.2846,1.5901,0.2711,0.89346,0.12002,3.9292,-1.2421,-2.8606e-4,0,0,0,0,6.6844,4.0307e-4,10.16,81.073,68.59,0.051039,NaN,12.133,961.52,338.65,0.05,0.27303
8.5916,441.2,2.3686,-9.7751,2.6331,9.7773,22.646,0.0050694,22.646,0.012826,1.1503,0.20606,28.61,-80.6,9.7908,28.847,3.288e-6,8.6498,-6.9484e-4,1577.2,381,0.15166,0.0089079,213.79,199.59,1.3982,0.011042,231995,0,0.097538,1.2899,1.4657,0.27642,0.89346,0.12002,4.6663,-2.0333,-2.0214e-4,0,0,0,0,7.5081,3.4649e-4,10.16,81.073,68.152,0.050342,NaN,12.132,961.5,338.65,0.05,0.27326
8.6416,441.31,1.8803,-9.7535,2.1989,9.7559,22.704,0.005137,22.704,0.012964,1.1399,0.21255,28.61,-80.6,9.7908,35.122,3.2886e-6,8.3746,-2.5766e-4,1577.2,381,0.15166,0.0089079,212.83,199.59,1.303,0.010305,216510,0,0.072291,1.2944,1.2473,0.2809,0.89345,0.12001,5.7323,-2.5603,-1.7123e-4,0,0,0,0,8.0805,2.925e-4,10.16,81.073,67.726,0.049692,NaN,12.131,961.49,338.65,0.05,0.27348
8.6916,441.39,1.3931,-9.7383,1.7934,9.7405,22.76,0.0052046,22.76,0.013102,1.1294,0.20538,28.61,-80.6,9.7908,41.327,3.2876e-6,8.0721,2.612e-4,1577.2,381,0.15166,0.0089079,212.12,199.59,1.2334,0.0093881,197250,0,0.048212,1.3006,1.0022,0.28713,0.89345,0.12001,6.8729,-3.4749,1.5981e-4,0,0,0,0,9.0447,2.4272e-4,10.16,81.073,67.315,0.049089,NaN,12.131,961.48,338.65,0.05,0.27795
8.7416,441.45,0.90415,-9.7827,1.4431,9.783,22.817,0.0052722,22.817,0.013239,1.1248,0.066991,28.61,-80.6,9.7908,49.544,3.2874e-6,7.7421,5.8662e-4,1577.2,381,0.15166,0.0089079,224.15,199.59,2.4178,0.0089406,187848,0,0.029423,1.3039,0.67438,0.29047,0.89345,0.12001,2.3405,-3.7999,-4.5552e-4,0,0,0,0,9.1741,2.0072e-4,10.16,81.073,66.919,0.048528,NaN,12.131,961.48,338.65,0.05,0.27829
8.7916,441.48,0.41522,-9.7752,1.196,9.7753,22.873,0.00534,22.873,0.013377,1.1216,0.060821,28.61,-80.6,9.7908,58.423,3.2873e-6,7.4402,8.1908e-4,1577.2,381,0.15166,0.0089079,224.15,199.59,2.4175,0.008684,182455,0,0.015284,1.3059,0.37131,0.29249,0.89344,0.12001,2.3772,-3.6045,-2.5997e-4,0,0,0,0,8.9806,1.7197e-4,10.16,81.073,66.54,0.048003,NaN,12.13,961.47,338.65,0.05,0.27861
8.8416,441.49,-0.073388,-9.7692,1.121,9.7694,22.929,0.005408,22.929,0.013514,1.1186,0.058982,28.61,-80.6,9.7908,67.609,3.2875e-6,7.1777,0.0010398,1577.2,381,0.15166,0.0089079,224.14,199.59,2.4164,0.0086602,181956,0,0.0061778,1.3061,0.15091,0.29269,0.89344,0.12001,2.4179,-3.0263,-1.6106e-4,0,0,0,0,8.404,1.6342e-4,10.16,81.073,66.175,0.04751,NaN,12.13,961.47,338.65,0.05,0.27886
# Event APOGEE occurred at t=8.8916 seconds
8.8916,441.47,-0.56171,-9.7637,1.249,9.7639,22.985,0.005476,22.985,0.01365,1.1156,0.063085,28.61,-80.6,9.7908,76.478,3.2878e-6,6.9725,0.0011929,1577.2,381,0.15166,0.0089079,224.09,199.59,2.4122,0.0089697,188460,0,0.0016293,1.3037,0.037102,0.29025,0.89345,0.12001,2.4698,-2.0125,-1.5154e-4,0,0,0,0,7.3925,1.7793e-4,10.16,81.073,65.821,0.04704,NaN,12.13,961.47,338.65,0.0025,0.27922
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=8.8926 seconds
8.9455,441.43,-1.0558,-9.1366,3.0451,9.7266,23.04,0.0055476,23.04,0.013795,0.94395,3.3362,28.61,-80.6,9.7908,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.008992,188927,0,5.3622,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7919e-4,NaN,NaN,NaN,NaN,1.8727,12.13,961.47,338.65,0.051405,0.27947
9.0001,441.36,-1.5275,-8.639,2.9759,9.1568,23.087,0.0056159,23.087,0.013937,0.7782,3.0356,28.61,-80.6,9.7908,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.0087875,184631,0,5.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.93e-4,NaN,NaN,NaN,NaN,1.8383,12.131,961.48,338.65,0.054604,0.27954
9.0583,441.26,-2,-8.1179,2.9872,8.591,23.128,0.0056845,23.128,0.014082,0.61458,2.8114,28.61,-80.6,9.7908,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.0088208,185332,0,5.16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2619e-4,NaN,NaN,NaN,NaN,1.7889,12.131,961.49,338.65,0.058201,0.2796
9.1209,441.12,-2.4702,-7.5102,3.1102,7.9862,23.161,0.0057535,23.161,0.014233,0.44454,2.7159,28.61,-80.6,9.7908,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.0091841,192966,0,5.5938,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.7138e-4,NaN,NaN,NaN,NaN,1.7673,12.132,961.5,338.65,0.062608,0.27967
9.1894,440.93,-2.9336,-6.77,3.3354,7.3037,23.185,0.0058232,23.185,0.01439,0.25693,2.7405,28.61,-80.6,9.7908,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.009849,206941,0,6.4333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.2292e-4,NaN,NaN,NaN,NaN,1.7967,12.133,961.51,338.65,0.068459,0.27976
9.2658,440.69,-3.3824,-5.8721,3.6431,6.5426,23.196,0.005894,23.196,0.014558,0.036454,2.885,28.61,-80.6,9.7908,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.010758,226036,0,7.6752,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.7754e-4,NaN,NaN,NaN,NaN,1.9031,12.134,961.54,338.65,0.076423,0.27987
9.354,440.37,-3.8216,-4.9771,3.8813,5.6665,23.189,0.0059666,23.189,0.014742,0.20258,2.7088,28.61,-80.6,9.7908,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.011461,240821,0,8.712,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.3316e-4,NaN,NaN,NaN,NaN,1.8672,12.136,961.56,338.65,0.088238,0.27996
9.4603,439.94,-4.2411,-3.9449,4.1718,4.7021,23.153,0.0060415,23.153,0.014951,0.47468,2.5589,28.61,-80.6,9.7908,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.012319,258850,0,10.065,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.9024e-4,NaN,NaN,NaN,NaN,1.8757,12.138,961.6,338.65,0.10634,0.28003
9.5924,439.36,-4.6059,-2.7621,4.5195,3.785,23.068,0.0061166,23.068,0.015192,0.81653,2.5878,28.61,-80.6,9.7908,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.013345,280434,0,11.813,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.4744e-4,NaN,NaN,NaN,NaN,2.0365,12.14,961.65,338.66,0.1321,0.28014
9.7803,438.46,-4.9396,-1.7763,4.7448,2.6618,22.879,0.0061936,22.879,0.01551,1.1889,1.9825,28.61,-80.6,9.7908,NaN,NaN,NaN,NaN,1577.2,0,NaN,NaN,NaN,NaN,NaN,0.014011,294431,0,13.022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.0166e-4,NaN,NaN,NaN,NaN,1.9562,12.144,961.72,338.66,0.18784,0.28021
